title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdb_rating,imdb_votes,imdb_id,type,dvd,box_office,production,website,response
One More Chance: The Videoclip,2017,N/A,15 Sep 2017,3 min,"Short, Music",Federico Vaona,N/A,Federico Vaona,N/A,English,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNjQxMGE1YTYtYzNjYS00NDc4LWJjZDUtZWQ1MTA2ZjAxYmFmXkEyXkFqcGdeQXVyMjYxODIzMTg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7256774,movie,N/A,N/A,N/A,N/A,True
Places in Time Part One: Nomad Walk,2017,N/A,N/A,4 min,Short,Robert S. Withers,N/A,N/A,"Afterhours stroll across the late capitalist plateau of a New York advertising agency. A continuously moving self-portrait of the headface floating in radiospace. [Part 1 of a trilogy: Places in Time. Part 2, Missouri Time, is also s",N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt7258356,movie,N/A,N/A,N/A,N/A,True
Neon Hitch Feat. Kinetics & One Love: Some Like It Hot,2014,N/A,07 Jun 2014,N/A,"Short, Music",N/A,N/A,Neon Hitch,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmE1YWIwNTctZGY5ZC00ZWQ4LTkzYzEtYTYxNTE2MDZiMTdmXkEyXkFqcGdeQXVyNjE0ODc0MDc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7305590,movie,N/A,N/A,N/A,N/A,True
Kinetics & One Love Feat. Neon Hitch: Time Machine,2014,N/A,01 May 2014,5 min,"Short, Music",Alan McIntyre Smith,N/A,Neon Hitch,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDQ4YWQxZmItN2MzYi00ZTQ0LTg5YzAtNDE0ZWVmYmNmMWUxXkEyXkFqcGdeQXVyNjE0ODc0MDc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7305616,movie,N/A,N/A,N/A,N/A,True
One World,2012,N/A,25 Jul 2012,N/A,"Documentary, Short",Giuseppe Cassin,Giuseppe Cassin,Giuseppe Cassin,"One World is a non-profit film with the aim to educate people on our world issues and global challenges. With the huge focus on the legacy of democracy, this film is set to make you ...",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BYzg2NGUzNjktYTM3Ny00NzdjLWE3ZWEtNTA4NDBmNzQxZTZlXkEyXkFqcGdeQXVyNDEwNTMwNjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7305724,movie,N/A,N/A,N/A,N/A,True
One Trip,2018,N/A,20 May 2018,N/A,"Short, Comedy",Angel Murphy,Angel Murphy,"Manny Alva, Tara Carbone, J. Maddox","Jake tries to carry all of his groceries into his apartment in one trip only to realize he's just a pawn, but of whom.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODcxYmE0ZDgtNDA5YS00Y2I5LWE0ODItYzkwMmZiMmQ5Y2VhXkEyXkFqcGdeQXVyNDEwMTAwMjg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7289282,movie,N/A,N/A,N/A,N/A,True
Tie One On,2004,N/A,02 Jan 2004,60 min,N/A,Charlene Prickett,Charlene Prickett,Charlene Prickett,Charlene Prickett recorded an hour of accessible exercises for any adults.,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt7289428,movie,N/A,N/A,N/A,N/A,True
Keri Hilson Feat. Chris Brown: One Night Stand,2011,N/A,24 Mar 2011,4 min,"Short, Music",Colin Tilley,N/A,"Chris Brown, Keri Hilson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BN2Y0YjQ5ODQtZTkzNy00MTcyLTkwNzAtMGIyOTc5N2JjYzQxXkEyXkFqcGdeQXVyNjE0ODc0MDc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7290700,movie,N/A,N/A,N/A,N/A,True
One Way Out,2016,N/A,06 Nov 2016,N/A,Short,Deric Bucher,Deric Bucher,N/A,"How long can the human psyche hold one when faced with no hope? A man locked in a room with two doors leading out. One is locked, and the other has writing on it that tells an unfavorable message.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmFmOGMzOTMtZTVmMS00ODk2LTg0ZWYtNzQyNTE2MThmYmZhXkEyXkFqcGdeQXVyNjEyNjYxNzk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7294176,movie,N/A,N/A,N/A,N/A,True
The One Shot,2017,N/A,01 Oct 2017,11 min,"Short, Drama, Thriller",Giorgio Miraflor,N/A,"Giorgio Miraflor, Alex Philpott",A guilt stricken Jake comes home to find a familiar looking prisoner in his living room.,English,UK,1 win.,https://m.media-amazon.com/images/M/MV5BYWNiNWM3MTgtOWE4MC00M2IyLWE4ODYtZjI5M2M2YTk2YTNlXkEyXkFqcGdeQXVyNzIyNjgzNjI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7294970,movie,N/A,N/A,N/A,N/A,True
Remember That One Night?,2017,N/A,N/A,N/A,"Short, Comedy",Noah A. Waters III,Noah A. Waters III,"Breanna Bradberry, Nathan Dutton, Michael Huss",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt7295624,movie,N/A,N/A,N/A,N/A,True
One in a Thousand,1982,N/A,01 May 1982,N/A,Drama,Richard Handford,Mike Stott,"Eileen O'Brien, Jonathan Adam, Richard Leonard",N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt7297990,movie,N/A,N/A,N/A,N/A,True
The Life of One,2017,N/A,13 Sep 2017,N/A,N/A,Gilda Garcia,N/A,Juan Pérez,N/A,Spanish,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDViNDFhYzEtM2FhMi00NzE5LWE1Y2EtOWNmNDBkNzczZDBiXkEyXkFqcGdeQXVyMjQyNzMwMjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7267154,movie,N/A,N/A,N/A,N/A,True
One Way Home,2017,N/A,01 May 2017,29 min,"Documentary, Short",Qingzi Fan,N/A,N/A,"What is the cost of a free government-sponsored education? Tibetan children, Tashi and YuJu were chosen to study in Mainland China joining thousands of Tibetan kids in the boarding schools ...",Chinese,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmNjZTc4ZDItYjAxOC00MDQ1LWIzZjItMjk4YzA0MDczNTA4XkEyXkFqcGdeQXVyNDQ4NDg2NDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7272522,movie,N/A,N/A,N/A,N/A,True
The Long Lost Instructional Breakdancing Logs of One Admiral P. Halkett,2011,N/A,30 Jul 2011,N/A,"Short, Comedy",John Tennek,John Tennek,"Grandma Tennek, John Tennek",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt7273040,movie,N/A,N/A,N/A,N/A,True
The Long Lost Space-Logs of One Admiral P. Halkett,2009,N/A,13 Nov 2009,N/A,"Short, Comedy",John Tennek,John Tennek,"Grandma Tennek, John Tennek",Proof that some things are best left lost in the farthest reaches of space.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNDkzNDE5YmQtODRjNi00YmFmLWI2MTEtOWUzZTRlOTk5MDM2XkEyXkFqcGdeQXVyMTM3NzI3NjQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7273042,movie,N/A,N/A,N/A,N/A,True
Behind the Scenes of Shod Corduroy - Chapter One,2008,N/A,10 Sep 2008,6 min,"Animation, Short, Comedy",John Tennek,John Tennek,N/A,"A fictional behind the scenes commentary for the first episode of the web series ""Shod Corduroy"" narrated by the show's fictitious director, Peter Pickleprotrusions.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMzIwMjJiOTktMzFkOC00NWU1LWFlOGUtZDIyNmMyN2QwN2Y0XkEyXkFqcGdeQXVyMTM3NzI3NjQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7274644,movie,N/A,N/A,N/A,N/A,True
Not a One-Way Street,2017,N/A,N/A,16 min,"Documentary, Family","Heidi Janz, Eva Colmers(co-director)","Eva Colmers, Heidi Janz",N/A,Caregiving from a different perspective.,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt7281306,movie,N/A,N/A,N/A,N/A,True
One Stop Shop,2017,N/A,30 Mar 2017,N/A,Short,Kyle Henke,Kyle Henke,"Kaiden Scott, Deanna Sherman, John Maslowski","A boy named Michael befriends the clerk of a candy store who happens to also be named Michael. After a series of odd encounters and motivational speeches dished out by the clerk, the boy discovers that the store is selling more than ",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGU4OGY3NzAtMGFlZi00NDMxLTkwOTktZjcxMTUzOWMyZTY4XkEyXkFqcGdeQXVyNzI3MDA5NDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5068028,movie,N/A,N/A,N/A,N/A,True
One Divided by Three,2015,N/A,N/A,106 min,Comedy,N/A,N/A,N/A,A comedy about a guy who's first encounters with women gets him involved with three women all at once.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5068728,movie,N/A,N/A,N/A,N/A,True
One Footstep Up the Ladder,2015,N/A,N/A,55 min,Documentary,Ameenah Fuller,N/A,Nicole Hazard,One Footstep Up The Ladder is the economic stumbling block for African Americans trying to succeed in Corporate America. Since the times of Jim Crow and the Civil rights movement African Americans have been struggling to make ends me,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt5068954,movie,N/A,N/A,N/A,N/A,True
One Life,2015,N/A,N/A,90 min,Documentary,Anita Ondine Smith,Anita Ondine Smith,N/A,Gun violence is one of the most pressing social issues facing America today. ONE LIFE looks into this timely topic through the unique prism of an art installation dubbed The Embassy that ...,N/A,"Australia, USA",N/A,N/A,[],N/A,N/A,N/A,tt5069044,movie,N/A,N/A,N/A,N/A,True
One Heart: One Spirit,2017,N/A,15 Jul 2017,60 min,Documentary,John Pritchard,John Pritchard,"Kenneth Little Hawk, Jack Thompson, Woonun Willoughby","An Aboriginal Australian and Native American documentary narrated by award-winning actor Jack Thompson, One Heart-One Spirit tells the story of Kenneth Little Hawk, an elder Micmac/Mohawk performing artist, meeting the oldest survivi",English,"Australia, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTk5MzI4OTMyNl5BMl5BanBnXkFtZTgwMzc5ODYyNzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5069186,movie,N/A,N/A,N/A,N/A,True
One in,2016,N/A,05 Aug 2016,15 min,"Short, Drama",Vasha Narace,Vasha Narace,"Amber Patino, Jude Binkley, Joseph Michael Harris","When Kassie's parents confiscate the lock to her bedroom door, they leave her exposed to an unexpected danger.",English,"Trinidad and Tobago, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZDA5ZjQxMzgtNTM0Ni00OWViLTk1NmItODlhNTg3OGExODI3XkEyXkFqcGdeQXVyMzU2NTg3NTg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5069416,movie,N/A,N/A,N/A,N/A,True
The Lost One,2015,N/A,N/A,90 min,Drama,Doug Burch,"Doug Burch, Doug Burch","Michael Shamus Wiles, Tom Fitzpatrick, Erin Fleming, John Vargas","A seasoned hitman tries not to feel his own aching need for love, until the woman of his dreams reenters his life, causing him to ignore his own survival instincts.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5073720,movie,N/A,N/A,N/A,N/A,True
Being the One Alone,2015,N/A,N/A,N/A,"Short, Drama","Alexander Kiffin, Nathan Medina",Ryan Gerald,Ryan Gerald,a man in his early twenties is trying to deal with loss of a loved one after a fatal car crash.,N/A,UK,N/A,N/A,[],N/A,N/A,N/A,tt5073734,movie,N/A,N/A,N/A,N/A,True
Syntagma: Omonoia One walk full of love,2009,N/A,08 May 2009,12 min,Short,Makis Serafeimidis,N/A,"Marita Tzatzadaki Aspioti, Nikos Zahariou",N/A,Greek,Greece,N/A,N/A,[],N/A,N/A,N/A,tt5073772,movie,N/A,N/A,N/A,N/A,True
Room for One More,2015,N/A,23 Oct 2015,16 min,"Short, Horror",John Galvin,"John Galvin, Christopher S. Lombardi, Mike Magilnick","Frank Beaudry, Erik Bloomquist, Danielle Bonanno",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTM4Y2JjMjYtM2I4Mi00YjAxLWIwZTAtMDlhZjU5ZGJhYzVhXkEyXkFqcGdeQXVyNDgzNDMyNDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5075738,movie,N/A,N/A,N/A,N/A,True
this one;s for you man,2017,N/A,11 Nov 2017,3 min,"Animation, Short, Comedy",Ryan Boylan,N/A,N/A,"to my bro kYle,.. where ever he maybe",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmM2YjhkY2EtMzAwMi00NzA4LWE5ZWItZTQ0NGQxNWU2MjZhXkEyXkFqcGdeQXVyNjgzMzY5MjA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7813260,movie,N/A,N/A,N/A,N/A,True
"One Eye for Mum, One Eye for Dad",2017,N/A,N/A,6 min,"Short, Drama, Family",Sam Herath,Sam Herath,Christopher Kennedy,"When 10 year old Alex's parents decide to divorce, she battles to save their marriage.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMzQ1YjY3ZTUtMDg3MC00Y2MyLTg0NDUtZGZkNmE3Mzk5OTY0XkEyXkFqcGdeQXVyODM3NDQ5NzY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7813264,movie,N/A,N/A,N/A,N/A,True
PurpleOne Productions One Long Take Studio Tour,2017,N/A,28 May 2017,N/A,Short,Ye Kuang,N/A,"Lisa Catalina, Troy Chiu, Federico Conforti","PurpleOne Productions, Inc. One Long Take Short Film Studio Commercial - Experimental.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjU0NzU5MWYtMzI5OC00NzI0LWI5YzYtMTQ5ZmE3MDE1OTZiXkEyXkFqcGdeQXVyNjg5NjgxNzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7675044,movie,N/A,N/A,N/A,N/A,True
One Son,2016,N/A,05 Apr 2016,3 min,"Short, Drama",Jack Edis,Jack Edis,"George McWilliam, Joseph Pisani",A homeless man searches the city for his estranged son.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTk4Y2FhZTctYWE3Ni00YTk0LTg4ODgtM2RkYjY0OGYzOWVhXkEyXkFqcGdeQXVyNTIzMjM2OTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7679940,movie,N/A,N/A,N/A,N/A,True
One Shot,2017,N/A,N/A,37 min,"Short, Comedy","Jerry B. Wolf, Aubree Field(co-director)","Aubree Field, Jerry B. Wolf (story)","Aubree Field, Jillian Coysh",A 10-year old director tries desperately to convince an actress to be in her next movie.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNDNmMWVjNTktYmMxYy00Y2UyLWE0NmEtYmFmYzhiYWY4NTEyXkEyXkFqcGdeQXVyODI2MzEzODk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7684942,movie,N/A,N/A,N/A,N/A,True
One Up,2016,N/A,12 Jun 2016,6 min,"Short, Action",Kody Newton,Kody Newton,"Briston Lowell, Corbin Winward, Paul Winward, Kody Newton",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDA4NzUyYWEtYTBiNy00YWM1LTk5MWMtNzA0MjIxZGY5YmIwXkEyXkFqcGdeQXVyODI2ODQ0OTA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7687150,movie,N/A,N/A,N/A,N/A,True
One Time in Japan,2018,N/A,N/A,N/A,"Short, Comedy",Dusan Mrden,"Dusan Mrden, Charlie Park (script supervisor)","James Carney, Olly Barilla, Tami Ige, Tallulah Bohrer","Kate gets ready for a date with the help of her friend Jane, but when she meets Jack at a bar things seem to get more complicated than expected.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMDVhZWUwNjAtYTVmMi00ODM0LWJkMTctZmIyNDcxMmMzY2Y2XkEyXkFqcGdeQXVyNzcxNjc5Mjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7690870,movie,N/A,N/A,N/A,N/A,True
One Night,2017,N/A,25 Apr 2017,15 min,"Short, Romance",Nadia van de Ven,Nadia van de Ven,"Juan Marin, Michaël Msihid, Nadia van de Ven","It's about an unexpected encounter. He offers her a walk to ease her mind, and they end up helping each other letting go. In the most beautiful setting, Paris, the magic happens. Miracles are everywhere, you just have to explore.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BZDIwMzk0NjgtOGU1Zi00M2NjLTk2YjUtMWZjZDFjYzA0MTQwXkEyXkFqcGdeQXVyMTg4NzgxNjk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7691156,movie,N/A,N/A,N/A,N/A,True
One of Three,2017,N/A,N/A,30 min,"Short, Drama",Logan Hodson,N/A,"Anna Bridgforth, Chausa Hoang, Jillie Eichler, Adam Brick",A new friendship weighs on a couple's struggling relationship.,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt7692292,movie,N/A,N/A,N/A,N/A,True
Level One,2017,N/A,N/A,N/A,"Short, Mystery",Oisin Mac Coille,Elizabeth H. Vu,Donna Patrice,N/A,English,Ireland,N/A,https://m.media-amazon.com/images/M/MV5BMzgxZmE3NWItYjExMy00NTNhLTlmODAtN2MzNDIxODIyYzU4XkEyXkFqcGdeQXVyNTUyNzI5MjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7692828,movie,N/A,N/A,N/A,N/A,True
We Are One,2018,N/A,05 Jan 2018,N/A,"Short, Drama",Grayson Lackey,Jordyn Lackey (screenplay by),"Andrew Cox, Nathaniel Cox, Bryan Diego, Mar'Quise Johnson","In a futuristic industrial world, a nation has fallen into civil war. The cause of the feud: the air outside is unbreathable, and brother turns against brother to lay blame for this ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTI5NGM1YzgtNzZkYy00ODI4LWEzNjUtZWY3Njg4YmY4NmFlXkEyXkFqcGdeQXVyNDcxNjA5NDk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7693264,movie,N/A,N/A,N/A,N/A,True
One minute silence,2014,N/A,N/A,1 min,Short,Hamed Aleali,Hamed Aleali,"Azam Azimipour, Mandana Roshan",N/A,N/A,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOWUzMzE3NjktOGI0NC00YTQ1LTg3ZTUtZTRjYWUxNWIxNDFiXkEyXkFqcGdeQXVyMTAyMzYwNzgw._V1_SX300.jpg,[],N/A,N/A,N/A,tt7693946,movie,N/A,N/A,N/A,N/A,True
Horse 3803: One Horse's Journey to Slaughter,2014,N/A,22 Apr 2014,29 min,"Documentary, Short",N/A,N/A,N/A,"A video presentation presented at the Hudson Valley Community College anti-slaughter conference held by the Canadian Horse Defence Coalition, April 16, 2014.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt7695320,movie,N/A,N/A,N/A,N/A,True
As One Flesh,2017,N/A,01 Oct 2017,9 min,"Short, Horror, Thriller",J.W. Naylor,J.W. Naylor,"Jeff Ryan Alexander, Franklin Lovingood, James Martin","After Nic's marriage falls apart, he seeks solace in the faith he once lost.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNWVlNDM0MWEtNDdjNC00NTBjLWJiODQtNGIyNzY5ODE2MzAzXkEyXkFqcGdeQXVyNzQ4MDc0NjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7698064,movie,N/A,N/A,N/A,N/A,True
One Day I'll Get to You,2015,N/A,15 Aug 2015,N/A,"Short, Mystery",Jon Rabaud,Jon Rabaud,Edeen Bhugeloo,N/A,English,Mauritius,N/A,N/A,[],N/A,N/A,N/A,tt7701764,movie,N/A,N/A,N/A,N/A,True
"L'incoronazione di Poppea, Dramma musicale in one prologue and three acts",2012,N/A,02 Apr 2012,N/A,"Drama, Musical",Matteo Ricchetti,"Giovanni Francesco Busenello (libretto by), Jonathan Cable (by: New edition)","Danielle de Niese, Philippe Jaroussky, Anna Bonitatibus, Max Emanuel Cencic",N/A,Italian,"Italy, Spain",N/A,https://m.media-amazon.com/images/M/MV5BMmJlNjlhNTgtZTY0MC00ZDlkLWE0MDEtYzMzYzc0MmU0YmE4XkEyXkFqcGdeQXVyMjg3NTY4Nw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7705406,movie,N/A,N/A,N/A,N/A,True
One Chance,2017,N/A,N/A,3 min,Short,Shannon McGavin,Shannon McGavin,"Emma Curry, Sarah Milne, Dan Verbenko",A girl writes a letter to her friend.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt7708952,movie,N/A,N/A,N/A,N/A,True
NEYC: More Than One Way To A Career,2017,N/A,03 Jan 2017,N/A,"Documentary, Short",Scott Riccio,"Grace Koshinsky, Dulcey Laberge","Gibson Agonis, Steph Brianne, Kewaun Cain, Tyneshia Clearwater",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt7709428,movie,N/A,N/A,N/A,N/A,True
One of My Subscribers Defends the Young Turks and Asks Me for Evidence,2017,N/A,05 Dec 2017,28 min,"Short, News",N/A,Vee (words),Vee,"Vee expresses his views on The Young Turks, responding to a subscriber who defends them.",English,Romania,N/A,https://m.media-amazon.com/images/M/MV5BNWQ5NjA0MTItODhhOC00NDliLWJjNGMtNGQ4MDI2NGYyMzhiXkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7713568,movie,N/A,N/A,N/A,N/A,True
The More Loving One,2017,N/A,N/A,N/A,"Short, Drama",Nina Marinov,N/A,"Nisey Woods, Adam Brudnicki",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTdkMTBlM2EtMTNhYy00MGUxLTljYzQtODMyZTI4MmIzZTQwXkEyXkFqcGdeQXVyMTQ1NzcxNDk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7716934,movie,N/A,N/A,N/A,N/A,True
One Woman,2014,N/A,12 Dec 2014,N/A,Crime,John Bour,"John Bour, Geoffrey Giuliano","Geoffrey Giuliano, Nataporn Pailuke, Alexander Winters",Geoffrey Giuliano Stars As A High Level international Businessman With A Terrifying Secret Life / A dark sexual game goes horribly wrong.,English,Thailand,N/A,N/A,[],N/A,N/A,N/A,tt3599076,movie,N/A,N/A,N/A,N/A,True
Issun Boshi: The One-Inch Samurai,2014,N/A,16 Jul 2014,6 min,"Animation, Short, Adventure",Geoff Willis,"Geoff Willis (story), Alicia Louise Masson (story), Alicia Louise Masson","Jordan Crosse, Austin Hansen, Yoko Hansen, Kiyoe Hosokawa","A young boy struggles with life and his grieving mother but when he finds the ancient Japanese story book Issun Boshi, he finds hope and courage when reading the adventures of the One-Inch Samurai.",Japanese,UK,N/A,N/A,[],N/A,N/A,N/A,tt3599694,movie,N/A,N/A,N/A,N/A,True
One Hour in the Wolf Mask,2014,N/A,N/A,1 min,"Short, Action, Comedy",Stanley Sievers,Stanley Sievers,Stanley Sievers,A young man wearily puts on a wolf mask. For one hour he succumbs to it's power.,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt3601496,movie,N/A,N/A,N/A,N/A,True
As One,2004,N/A,N/A,N/A,"Short, Drama",Terry Glasenapp,N/A,N/A,N/A,English,USA,1 win.,N/A,[],N/A,N/A,N/A,tt3602050,movie,N/A,N/A,N/A,N/A,True
One Request,2015,N/A,N/A,23 min,"Short, Drama",Alexander T. Hwang,"Alexander T. Hwang, Kemp Wells","Darri Kristin, Frank Tryon, Kemp Wells",A man loses his wife and hires a man to deal with his sorrow.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3602226,movie,N/A,N/A,N/A,N/A,True
Untitled (One Shot),2013,N/A,N/A,2 min,"Short, Mystery","Evan Jehl, Max Stephan-Queen",Evan Jehl,Dylan Teague,A man awakes in a field strewn with playing cards.,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt3602252,movie,N/A,N/A,N/A,N/A,True
Day One,2013,N/A,N/A,16 min,"Short, Drama, Thriller",N/A,Matthew Martin-Hall,"Jason Causey, Justin Hobbs, David Marroquin","He's addicted to his work. Just not in a way he should be. Enter Aldous, a recently 'displaced' pharmacist addicted to popping any and every pill he can get his hands on. Following a shady ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3506874,movie,N/A,N/A,N/A,N/A,True
Afghanistan One & Half,2013,N/A,N/A,9 min,"Short, Drama",Nader Dabestani,Madhur Tyagi (story),"Aafreen Dastani, Haryali Singh",War always comes back to haunt us...through our children,Persian,India,N/A,N/A,[],N/A,N/A,N/A,tt3510278,movie,N/A,N/A,N/A,N/A,True
One of Those Days,2013,N/A,09 Jun 2013,13 min,"Short, Drama",Lidia Estrada,Lidia Estrada,"Varda Appleton, John Jester, Jordan Jude",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3514186,movie,N/A,N/A,N/A,N/A,True
One Night Stand Off,2013,N/A,08 Aug 2013,N/A,"Short, Comedy",Stephen Roll,Stephen Roll,"Rich Dally III, Roberta Kirshbaum, Lauren Mayer, Dan Podell",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3518312,movie,N/A,N/A,N/A,N/A,True
One Size Fits All,2015,N/A,N/A,70 min,Documentary,Samuel Garcia Sanchez,N/A,"Ron Jeremy, Craig Gross, Monique Alexander",Porn star Ron Jeremy and Pastor Craig Gross agree to a week long porn debate tour and discover more than they bargained for.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQwNDkzNzE3Ml5BMl5BanBnXkFtZTgwMDU3OTI3NzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3515882,movie,N/A,N/A,N/A,N/A,True
One Day You Will,2011,N/A,05 Dec 2011,N/A,Short,Jamie Brooks,"Jamie Brooks, Sheldon Chick","Lewis Gines, Brandon Wyatt",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3572890,movie,N/A,N/A,N/A,N/A,True
One Week in Plum Village,2014,N/A,N/A,45 min,"Documentary, Biography",Eliane Chappuis,Eliane Chappuis,"Eliane Chappuis, Thich Nhat Hanh, Chan Khong","Thich Nhat Hanh, a well known Buddhist Zen Master, left Vietnam during the war and is living today in Plum Village, a Meditation Retreat Center in France. The Film shows in a ...",English,"Switzerland, France",N/A,N/A,[],N/A,N/A,N/A,tt3573364,movie,N/A,N/A,N/A,N/A,True
One Day,2013,N/A,N/A,4 min,"Short, Biography",Keith Gubbins,"Matt Forde, Keith Gubbins","Mark Davison, Sean Douglas, Kevin Gubbins, Sara Kestelman","A day in the life of Kevin: a happy-go-lucky, charismatic man, who sees life differently.",English,UK,N/A,N/A,[],N/A,N/A,N/A,tt3573744,movie,N/A,N/A,N/A,N/A,True
Just One Street,2015,N/A,N/A,5 min,"Short, Drama",Peer Menke,N/A,N/A,N/A,"English, German, French, Spanish",Germany,N/A,N/A,[],N/A,N/A,N/A,tt3575566,movie,N/A,N/A,N/A,N/A,True
Test One-Ethagy Video Logs,2014,N/A,14 Jan 2014,4 min,"Short, Comedy",Brandon Bogard,Brandon Bogard,Sarah Oliver,"Thanks to New discoveries in modern science. Ethagy is inventing devices that will re-shape our world. Now every device needs testing, Thats were Corey and Gabe come in, testing each device...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3575894,movie,N/A,N/A,N/A,N/A,True
One Way,2015,N/A,N/A,30 min,"Short, Drama",Lewis Leslie,Lewis Leslie,"Andy Hankins, Haidyn Harvey, Heath C. Heine, Kaye Taavialma",One Way is the inspirational story of a man who looks in all the wrong places for advice. It's not until he takes on a mentor that he learns there's more to life than material possessions.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3576464,movie,N/A,N/A,N/A,N/A,True
