title,first_genre,cleaned_plot,imdb_rating
Schlitzie: One of Us,documentary,"['schlitzie', 'one', 'us', 'love', 'letter', '4foottall', 'performer', 'born', 'microcephaly', 'made', 'notable', 'cultural', 'impact', 'via', '1932', 'classic', 'film', 'freaks', 'ramones', 'immortalized', 'song', 'fx', 'series']",
One for the Road: A Film About Road Records,documentary,"['1997', 'two', 'record', 'shop', 'employees', 'frustrated', 'lack', 'available', 'vinyl', 'records', 'inspired', 'music', 'created', 'around', 'ireland', 'decided', 'open', 'small', 'independent', 'record']",
Nation's Favourite 70s Number One,documentary,[],
One Day Over L.A.,documentary,"['harvardwestlake', 'sophomore', 'cole', 'kawana', 'flies', 'camera', 'city', 'la', 'short', 'film', 'created', 'shot', 'april', '26', '2014', 'citywide', 'event', 'one', 'day', 'la']",
One Last Run,documentary,"['story', 'one', 'mans', 'triumph', 'tragedy', 'victor', 'konovalov', '20', 'years', 'old', 'budding', 'star', 'motorcycle', 'circuit', 'accident', 'practicing', 'left', 'paralyzed']",
One Perfectly Unfortunate Event,animation,"['super', 'romantic', 'dave', 'alan', 'carter', 'secretly', 'career', 'thief', 'dilemma', 'quit', 'job', 'settle', 'girlfriend']",
One of These Mornings,documentary,"['phone', 'messages', 'left', 'voters', 'country', 'narrate', 'journey', 'dawn', 'dusk', 'election', 'day', '2008', 'capturing', 'spirit', 'nation', 'brink', 'transformation', 'song', 'whose', 'promise', 'come']",
"One Square Mile: Fort Worth, Texas",documentary,"['one', 'square', 'mile', 'fort', 'worth', 'texas', 'short', 'film', 'fort', 'worth', 'neighborhood', 'lake', 'como', 'lake', 'como', 'island', 'located', 'predominantly', 'affluent', 'west', 'side', 'fort', 'worth']",
"One Square Mile: Kennard, Texas",documentary,"['square', 'mile', 'middle', 'davy', 'crockett', 'national', 'forest', 'deep', 'east', 'texas', 'home', '275', 'residents', 'small', 'town', 'kennard', 'largely', 'dependent', 'surrounding']",
"One Square Mile: New York, New York",documentary,"['23', 'square', 'miles', 'manhattan', 'one', 'tells', 'different', 'story', 'square', 'mile', 'lower', 'manhattan', 'home', '66880', 'residents', 'square', 'mile', 'melting', 'pot', 'cultural']",
"One Square Mile: Smith Center, Kansas",documentary,"['town', 'smith', 'center', 'kansas', 'microcosm', 'small', 'town', 'life', 'america', 'located', 'center', 'contiguous', 'united', 'states', 'smith', 'center', 'offers', 'glimpse', 'life', 'rural']",
For One English Officer,documentary,"['gerow', 'hodges', 'challenges', 'nazi', 'commander', 'pow', 'camp', 'release', 'sas', 'officer', 'michael', 'foot', '148', 'allied', 'pows', 'using', 'interviews', 'former', 'pows', 'archival', 'footage', 'documents', 'locations', 'film', 'tells', 'story']",
Secret Access: Air Force One,documentary,[],
"One Sight, One Sound",documentary,"['septembernovember', '2008', 'three', 'months', 'north', 'arlington', 'high', 'school', 'marching', 'band']",
One Man Show Off,documentary,[],
The Long Way Around: One Badass Year with Two Cow Garage,documentary,"['featurelength', 'documentary', 'follows', 'indie', 'rock', 'band', 'two', 'cow', 'garage', 'record', 'release', 'tour']",
"CityCollege9.com: 9 Dead, One Story",documentary,[],
One Thousand Stars,drama,"['fourthyear', 'university', 'student', 'intrudes', 'several', 'womens', 'lives', 'teaching', 'piano', 'lessons', 'gets', 'taste', 'real', 'world']",
Hole in One: 2,comedy,"['erics', 'eric', 'still', 'problems', 'mandy', 'give', 'eric', 'one', 'chance', 'mark', 'best', 'help', 'new', 'friendclient', 'nothing', 'ever']",
One Sister at a Time,documentary,"['documentary', 'lives', 'four', 'hiv', 'positive', 'women', 'inspiring', 'advocates', 'women', 'hivaids']",
My One and Only: Making of,documentary,[],
One More Like That,documentary,"['one', 'like', 'splitscreen', 'video', 'creates', 'dialogue', 'producers', 'consumers', 'musicmedia', 'event', 'called', 'band', 'bubble', 'event', 'saw', 'australian', 'band']",
One Simple Truth,drama,[],
One Day to Die,drama,[],
Area One,comedy,"['newlyweds', 'brad', 'lisa', 'hapless', 'inventor', 'friend', 'josh', 'attempt', 'steal', 'alien', 'technology', 'top', 'secret', 'canadian', 'base', 'sell', 'internet', 'make', 'fortune']",
Dance in Cuba. A Senior Project. Part One,documentary,"['cuba', 'dance', 'world', 'system']",
The World of One-Man Shows,documentary,[],
Julio Le Parc the Wondrous One,documentary,"['going', 'retrospective', 'one', 'pioneers', 'kinetic', 'optical', 'art', 'julio', 'le', 'parc', 'dialogue', 'music', 'kinds', 'crazy', 'journey', 'incorporates', 'live']",
One In A Million: 1978 Full Feature,action,"['improbable', 'story', 'ron', 'leflore', 'makes', 'way', 'toward', 'major', 'league', 'baseball', 'detroit', 'tigers', 'troubled', 'youthful', 'past']",
Saving the Planet; One Bite at a Time,documentary,"['record', 'breaking', 'heat', 'waves', 'flood', 'hurricanes', 'typhoons', 'fires', 'drought', 'famine', 'worlds', 'climate', 'spiraling', 'control', 'saving', 'planet', 'one', 'bite', 'time', 'gives', 'simple']",
The Promised One,action,"['jailer', 'helps', 'martial', 'arts', 'master', 'escape', 'prison', 'catch', 'impersonating', 'student', 'stole', 'martial', 'arts', 'book']",
this one;s for you man,animation,"['bro', 'kyle', 'ever', 'maybe']",
One Day in December,drama,[],
Part One: 806,drama,[],
The One Whom I Should Meet,drama,"['jinsuk', 'escapes', 'north', 'korea', 'makes', 'new', 'life', 'daughter', 'seoul', 'believing', 'never', 'see', 'husband', 'jinsuk', 'marries', 'airforce', 'pilot', 'minsu']",
Horse 3803: One Horse's Journey to Slaughter,documentary,"['video', 'presentation', 'presented', 'hudson', 'valley', 'community', 'college', 'antislaughter', 'conference', 'held', 'canadian', 'horse', 'defence', 'coalition', 'april', '16', '2014']",
"L'incoronazione di Poppea, Dramma musicale in one prologue and three acts",drama,[],
NEYC: More Than One Way To A Career,documentary,[],
One Breath,documentary,[],
International Track Athletic Meeting -- Start and Finish of the One Mile Run,documentary,"['yale', 'vs', 'oxford', 'f', 'g', 'cockshott', 'cambridge', 'time', '4', 'minutes', '26', '12', 'seconds']",
Nanna & Lil' Puss Puss in 'One Ration Under God',animation,"['nanna', 'feels', 'shes', 'last', 'legs', 'meet', 'maker', 'saying', 'goodbyes', 'lil', 'puss', 'puss', 'regrets', 'things', 'life', 'hasnt', 'done']",
Duet for One,drama,[],
Behind the Scenes: The Making of 'The Ugly One',documentary,"['madeforvideo', 'documentary', 'treats', 'independent', 'film', 'fans', 'behindthescenes', 'look', 'making', 'ugly', 'one', 'patrick', 'mougs', 'directorial', 'debut', 'action', 'film', 'set', 'streets']",
One Who Day,documentary,"['short', 'film', 'legendary', 'band', 'whos', 'last', 'rehearsal', 'fall', '2002', 'tour', 'featuring', 'last', 'recorded', 'interview', 'performances', 'bassist', 'john', 'entwistle']",
One Man's Ceiling,drama,[],
One Less Fight,documentary,"['wwii', 'refugee', 'manfred', 'gans', 'fought', 'nazis', 'secret', 'elite', 'british', 'commando', 'troop', 'made', 'largely', 'germanspeaking', 'jews', 'rescued', 'parents', 'concentration', 'camp', 'message', 'remains', 'revenge', 'never', 'answer']",
One of Too Many: Part 2,drama,"['mass', 'shooters', 'family', 'struggles', 'return', 'normal', 'lifestyle', 'weeks', 'tragedy']",
Sa one strane vremena,comedy,"['two', 'best', 'friends', 'nikola', 'bogdan', 'bend', 'young', 'story', 'begins', 'present', 'following', 'young', 'girl', 'named', 'iris', 'born', 'serbia', 'works']",
The One That Got Away: aka Egyételes Kaland,documentary,"['holocaust', 'experience', 'turns', 'uplifting', 'tale', 'destiny', 'alternately', 'sad', 'funny']",
One More Woman,drama,[],
Universal Ike Has One Foot in the Grave,comedy,"['universal', 'ike', 'badly', 'treated', 'nagging', 'wife', 'refuses', 'allow', 'go', 'time', 'boys', 'even', 'compels', 'help', 'washing', 'addition', 'things', 'naughty', 'naughty']",
Hubby Puts One Over,comedy,[],
The Proposal: Film One,drama,[],
One Ten: Two Forty,documentary,[],
Won: One Flivver,comedy,[],
One for the Pot,comedy,[],
I Am a Sinless One,drama,[],
Hawaiian One,action,[],
Here's One I Made Earlier,documentary,[],
"One, Two, Three - We Can Count Already",animation,[],
One Hundred Years Young,comedy,[],
A One Man Show,comedy,[],
Rule # 1 Day One,comedy,[],
One Horse Town,comedy,[],
A One Cylinder Love Riot,comedy,[],
Sophie Picks a Dead One,comedy,"['notion', 'youll', 'sorry', 'im', 'dead', 'slim', 'pretends', 'hang', 'win', 'sophies', 'favor']",
Two Women and One Man,drama,[],
One Happy Tramp,comedy,[],
Si Puts One Over,comedy,[],
The One Hundred Dollar Bill,drama,"['dick', 'armstrong', 'one', 'unfortunates', 'constantly', 'following', 'ad', 'pages', 'daily', 'papers', 'turned', 'whenever', 'makes', 'application', 'job']",
One Night in a Lifetime,comedy,[],
VH-1 to One: The Corrs,documentary,[],
One i on,drama,[],
VH-1 to One: Paula Abdul,documentary,[],
"One Boy, One Wolf, One Summer",drama,[],
One Village Same Ocean,documentary,"['cruise', 'ship', 'threatens', 'moving', 'mayport', 'village', 'residents', 'supporters', 'band', 'together', 'showing', 'community', 'livelihood', 'environment', 'health', 'bargained', 'journey']",
One World?,documentary,"['one', 'world', 'follows', 'eight', 'students', 'school', 'birmingham', 'embark', 'journey', 'lifetime', 'rural', 'village', 'zambia', 'despite', 'coming', 'challenging', 'community', 'uk']",
One Week with Jhelisa,documentary,"['director', 'markus', 'bader', 'infracom', 'label', 'manager', 'jan', 'hagenkoetter', 'followed', 'jhelisa', 'worked', 'forthcoming', 'album', 'jhelisa', 'introduces', 'diversity', 'new', 'orleans', 'slave']",
One Continuous Take: Kay Mander's Life in Film,documentary,[],
A One in Three Experience,documentary,"['film', 'shot', 'winter', '2008', 'based', 'edwinas', 'diary', 'entries', 'best', 'friend', 'suffering', 'depression', 'best', 'way', 'edwina', 'cope']",
Breakout! The Power of One,documentary,[],
"Eleusis - One City, Two Faces",documentary,[],
One-Second,documentary,"['elevenyearold', 'describes', 'became', 'kid', 'superhero', 'onesecond']",
The One and Only God,documentary,[],
One Day with Mattihas,documentary,"['matthias', 'wilhelm', 'musician', 'transfers', 'universality', 'art', 'philosophy', 'life', 'people', 'linked', 'life', 'musical', 'organizations', 'part']",
One Hell of a Do,documentary,[],
Generation One: The Search for Black Wealth,documentary,"['generation', 'one', 'search', 'black', 'wealth', 'brings', 'together', 'top', 'financial', 'minds', 'african', 'american', 'community', 'map', 'blueprint', 'wealth', 'creation', 'among', 'blacks', 'film', 'met', 'raving', 'reviews', 'consumers']",
One Ocean: The Birth of an Ocean,documentary,"['look', 'beginnings', 'earths', 'oceans']",
One Punch: The Eddie Copeland Story,documentary,"['one', 'oldest', 'sports', 'world', 'boxing', 'produced', 'many', 'memorable', 'characters', 'many', 'british', 'lenno', 'lewis', 'frank', 'bruno', 'david', 'haye', 'name', 'one', 'name', 'missing', 'list', 'eddie', 'copeland']",
To the One Who Knew and Loved Me,drama,"['young', 'woman', 'despondent', 'breakup', 'romance', 'records', 'video', 'suicide', 'note', 'lover']",
From One 9/11 to Another - The Story of an Ephemeral Company,documentary,"['story', 'fortyfour', 'high', 'school', 'students', 'seinesaintdenis', 'one', 'roughest', 'suburbs', 'paris', 'without', 'previous', 'acting', 'experience', 'work', 'hard', 'perform', 'contemporary', 'play', 'called', 'september', '11', '2001']",
One in Thirty: The Story of Henry Oster,documentary,"['personal', 'testimony', 'animation', 'bring', 'alive', 'holocaust', 'survivors', 'story', 'one', 'thirty', 'boys', 'age', '18', 'survive']",
One Ring Circus,documentary,"['behindthetents', 'look', 'small', 'traveling', 'circus', 'eking', 'living', 'mountains', 'eastern', 'kentucky', 'age', 'popular', 'conventional', 'entertainments', 'interviews']",
Donald Martiny: Artwork in Progress for the One World Trade Center,documentary,"['video', 'intimate', 'look', 'donald', 'martinys', 'creation', 'two', 'monumental', 'works', 'permanently', 'installed', 'lobby', 'one', 'world', 'trade', 'center', 'donald', 'martinys', 'evolution']",
One Stormy Night with Fred Floaty,animation,"['inflatable', 'pool', 'toy', 'fred', 'floaty', 'stuck', 'travelagency', 'display', 'window', 'rainy', 'night', 'dreams', 'traveling', 'faraway', 'places', 'imagines', 'floating', 'pool', 'sunlit', 'tropical']",
One More Chance,comedy,[],
Bobcat One Hundred,documentary,"['small', 'town', 'grandview', 'heights', 'ohio', 'local', 'high', 'school', 'football', 'team', 'celebrates', 'successful', 'season', 'date', '100', 'year', 'history']",
Boss Number One,action,"['competition', 'two', 'bangladeshi', 'thailand', 'become', 'boss', 'number', 'one']",
One Against All,documentary,[],
Just One Life,drama,"['broken', 'repaired', 'become', 'even', 'precious']",
Drawn! 5 Stories. One Convention. Comic Con.,documentary,"['exhilarating', 'exhausting', 'journey', 'five', 'comiccon', 'attendees', 'hope', 'discovered', 'realize', 'dreams', 'annual', 'san', 'diego', 'comiccon', 'international', 'largest', 'comic', 'convention', 'world', 'time']",
One Word,documentary,"['concise', 'documentary', 'humanity', 'offering', 'one', 'way', 'look']",
One in a Billion,drama,"['single', 'mother', 'raise', 'ransom', 'money', 'ten', 'hours', 'one', 'night', 'los', 'angeles', 'save', 'five', 'year', 'old', 'daughter']",
One Square Mile,documentary,[],
One Child Left Behind,comedy,"['trials', 'todd', 'hanson', 'straight', 'student', 'allgay', 'high', 'school']",
Rumi Tsuda: A Colony of One,documentary,"['look', 'eccentric', 'world', 'japanese', 'performance', 'artist', 'arriving', 'united', 'states', '1980s', 'study', 'fashion', 'design', 'uses', 'fashion', 'jumping', 'point', 'art']",
One Hot Night: 1992 NASCAR All-Star Race,documentary,"['look', 'first', 'winston', 'star', 'race', 'run', 'lights', 'charlotte', 'motor', 'speedwaya', 'allout', 'exciting', 'finish', 'produced']",
City One,drama,"['dystopian', 'future', 'survivor', 'must', 'integrate', 'back', 'society', 'left', 'behind']",
One Short Story,animation,[],
One Plus One Equals You: 1+1=U,documentary,"['seth', 'proffitt', 'interviews', 'ed', 'burton', 'one', 'plus', 'one', 'equals', 'program', 'along', 'tiye', 'gardner', 'issues', 'concerning', 'west', 'end', 'louisville']",
One Man Absent,drama,[],
All For One: Media Enabled Musketeers,documentary,"['differently', 'abled', 'students', 'create', 'movies', 'exchange', 'program', 'united', 'states', 'russia']",
One Yuan,comedy,[],
One Dollar's Worth,drama,[],
The Gallant One,drama,[],
Film One: Diagnosing Erectile Problems,documentary,[],
Under One Roof,documentary,[],
No One Else Could Love You More,documentary,"['provoked', 'renowned', 'choreographer', 'tere', 'oconnor', 'headlong', 'dance', 'theater', 'uproots', '15year', 'collaboration', 'create', 'personal', 'worktodate', 'one', 'else', 'could', 'love']",
"One Germany, the Other Side of the Wall",documentary,"['twenty', 'years', 'reunification', 'germany', 'still', 'divided', 'many', 'germans', 'east', 'still', 'speak', 'ossis', 'refer', 'cousins', 'west', 'wessis', 'ever', 'really', 'become', 'one', 'country']",
Canada Remembers - Part One: Turning the Tide,documentary,[],
Caregivers - Episode One: Madeleine and Rose,documentary,[],
Flowers on a One-way Street,documentary,"['group', 'hippies', 'battle', 'city', 'officials', 'turning', 'street', 'carfree', 'zone']",
"Marilyn Waring on Politics, Local & Global, Show One",documentary,"['economist', 'marilyn', 'waring', 'uses', 'expertise', 'explain', 'world', 'economy']",
One Tiny Seed,drama,"['discarded', 'young', 'man', 'raised', 'orphan', 'endures', 'streets', 'searching', 'connection', 'humanity']",
The (Other) One,comedy,"['hall', 'fame', 'malcontent', 'sam', 'brighton', 'day', 'away', 'proposing', 'long', 'time', 'girl', 'friend', 'beth', 'call', 'past', 'changes', 'everything']",
I'm Another One,documentary,[],
One Breath,documentary,"['cinematic', 'immersion', 'pacific', 'ocean', 'spearfisher', 'lindsey', 'walicek']",
Line 5 Part One: The Threat,documentary,"['new', 'documentary', 'examines', 'greatest', 'potential', 'threat', 'great', 'lakes', 'ever', 'faced', 'aging', 'underwater', 'pipeline', 'fails', 'could', 'create', 'deadly', 'oil', 'spill', 'affecting', '700', 'miles', 'michigans', 'coastline']",
One Week at a Time,documentary,"['span', 'three', 'decades', 'four', 'good', 'friends', 'circumnavigated', 'new', 'england', 'via', 'sea', 'kayak', 'follow', 'last', 'leg', 'voyage', 'hudson', 'foot', 'statue', 'liberty']",
Still in One Piece Anyway,documentary,[],
One More River,documentary,"['film', 'essay', 'filmed', 'cinema', 'verité', 'style', 'mood', 'american', 'south', 'spring', '1963']",
"Dancing Around the Table, Part One",documentary,"['look', 'three', 'conferences', 'constitutional', 'rights', 'aboriginal', 'peoples', 'canada', 'focusing', 'selfgovernment']",
Marastoon: The Place Where One Is Helped,documentary,[],
Pimple Has One,comedy,"['servant', 'fetching', 'wine', 'gets', 'drunk', 'trouble', 'police']",
That All May Be One,documentary,[],
The One and Only: Tales of Love,documentary,[],
Two to One on Pimple,comedy,"['horse', 'race', 'burlesque']",
Cut : One Year in Berlin and Two Hairdressers,documentary,"['one', 'year', 'took', 'filmed', 'notes', 'two', 'young', 'hairdressers', 'berlin', 'month', 'asked', 'plans', 'current', 'life']",
One Night Stan,comedy,"['commitment', 'phobic', 'man', 'known', 'one', 'night', 'stands', 'finally', 'falls', 'love', 'beautiful', 'woman', 'beats', 'game']",
One Random Day in Istanbul,animation,"['tells', 'story', 'taxi', 'driver', 'istanbul', 'colorful', 'story', 'humorous', 'characters', 'restless', 'events', 'randomness', 'city']",
The One,animation,[],
The One Winged Butterfly,documentary,"['nikhil', 'allug', 'travels', 'grisly', 'slums', 'mumbai', 'meet', 'rubina', 'ali', 'quereshi', 'played', 'latika', 'danny', 'boyle', 'blockbuster', 'slumdog', 'millionaire']",
One Step at a Time,documentary,"['look', 'keeps', 'running', 'fun', 'anne', 'david', 'mcqueen', 'laterinlife', 'runners', 'racers']",
One of them,documentary,"['suffering', 'creates', 'success', 'hope', 'disappear', 'matter', 'crowded', 'difficulties']",
London One Day Before the Coronation,documentary,[],
One Ocean,documentary,"['seen', 'human', 'footprint', 'great', 'glaciers', 'himalaya', 'powerful', 'rivers', 'east', 'west', 'depths', 'underworld', 'watched', 'spreads', 'forests', 'jungles', 'tundra', 'plains', 'pois']",
One Step Makes a Difference,drama,[],
"One Punch, 99 Years",documentary,"['james', 'ward', 'served', '12', 'years', 'prison', 'receiving', 'tenmonth', 'sentence', 'new', 'vice', 'film', 'explores', 'extended', 'sentence', 'affected', 'family']",
"Jackie Kay: One Person, Two Names",documentary,"['commissioned', 'tate', '2017s', 'groundbreaking', 'queer', 'british', 'art', 'exhibition', 'intimate', 'short', 'directed', 'lindsey', 'dryden', 'explores', 'identity', 'means', 'today', 'jackie', 'kay', 'renowned', 'writer', 'scots', 'makar', 'poet', 'laureate', 'film', 'j']",
One Punch,drama,"['tragic', 'event', 'unfolds', 'course', 'night', 'young', 'man', 'head', 'path', 'violence', 'tear', 'world', 'apart']",
One and Six,documentary,"['march', '8th', 'regular', 'date', 'actually', 'doesnt', 'mean', 'anything', 'day', 'year', 'holiday', 'created', 'us', 'march', '8thinternational', 'womens', 'day']",
Generation One,documentary,"['generation', 'one', 'short', 'documentary', 'explores', 'perspectives', 'americanborn', 'children', 'arab', 'muslim', 'immigrants', 'navigate', 'two', 'identities', 'film', 'follows', 'life', 'palestinianamerican', 'named', 'hamoody']",
One Day When We Were Young,drama,[],
One Stormy Night,animation,[],
Uncle Fun: You're the One,documentary,"['youre', 'one', 'loving', 'nostalgiafilled', 'documentary', 'late', 'iconic', 'chicago', 'novelty', 'toy', 'store', 'uncle', 'fun', 'man', 'behind', 'ted', 'frankel', 'made', 'firsttime', 'filmmaker']",
One Life: Famously Reincarnated,documentary,[],
One Third of the Holocaust,documentary,[],
Immortal One,drama,"['juan', 'caught', 'middle', 'ruthless', 'mexican', 'drug', 'cartel', 'small', 'village', 'brink', 'massacre', 'hes', 'endowed', 'singular', 'gift', 'alone', 'save', 'village']",
"One Parish, One Faith, One Carnival",documentary,"['keep', 'parish', 'alive', 'diverse', 'group', 'catholics', 'must', 'pull', 'together', 'biggest', 'fundraiser', 'ever', 'fiveday', 'carnival', 'extravaganza']",
Foundations of Freedom: One Nation Under God,documentary,"['polling', 'shows', 'half', 'americans', 'believe', 'live', 'christian', 'nation', 'statistics', 'alone', 'prove', 'mean', 'christian', 'nation', 'bible', 'really']",
One Day in January,drama,"['alan', 'parker', 'lives', 'enviable', 'life', 'one', 'day', 'january', 'unspeakable', 'act', 'covers', 'whole', 'world', 'darkness', 'inspired', 'true', 'events']",
The Greatest Poem of World War One: David Jones's in Parethesis,documentary,[],
One of the Few,documentary,[],
One More Walkaround,documentary,"['general', 'alton', 'slay', 'usaf', 'walks', 'around', 'national', 'museum', 'united', 'states', 'air', 'force', 'recalling', 'exciting', 'flying', 'adventures', 'survived', '1944', 'retirement', '1981']",
One More Day,drama,"['journey', 'ferry', 'forces', 'mother', 'open', 'daughter', 'traumatic', 'early', 'life', 'experience', 'sea', 'becomes', 'clear', 'daughter', 'needs', 'confront', 'past']",
CHIC: The One Year Cut,documentary,"['special', 'directors', 'cut', 'one', 'year', 'anniversary', 'release', 'chic', 'watch', 'chic', 'crew', 'embark', 'adventure', 'tennessee', 'extra', 'footage', 'deleted', 'scenes', 'watch']",
One Shot,action,"['45minute', 'continuous', 'take', 'heist', 'film']",
The Last One,drama,"['last', 'one', 'story', 'michael', '34', 'broken', 'man', 'tries', 'escape', 'demons', 'copenhagen', 'seeking', 'refuge', 'parents', 'vacation', 'house', 'deep', 'south', 'denmark', 'plan']",
One Egg to Hell,animation,"['upsetfrustrated', 'man', 'drinks', 'alone', 'nightafter', 'two', 'death', 'white', 'black', 'coming', 'take', 'soul', 'man', 'death', 'black', 'almost', 'finished']",
One Night in China Town,action,[],
Six: One by One,action,[],
"Three Dancers, Three Visual Artists, Two Filmmakers and One Piano Player",action,"['disconnection', 'reconnection', 'finding', 'new', 'ways', 'connect', 'nod', 'covid', 'lifeline', 'zoom', 'seventeen', 'artists', 'come', 'together', 'staying', 'almost', 'separately', 'apart', 'collaboratively', 'create', 'avantgarde', 'short', 'fi']",
No One to Blaine: The Fight for School Choice,documentary,"['relics', '19th', 'century', 'bigotry', 'still', 'even', 'today', 'discriminating', 'parents', 'want', 'send', 'children', 'religious', 'school', 'one', 'single', 'mom', 'courage', 'take', 'fight', 'way', 'united', 'states', 'supreme', 'court']",
Dinner for One,drama,"['three', 'couples', 'failing', 'relationships', 'dine', 'restaurant', 'tragedy', 'single', 'man', 'changes', 'relationships', 'forever']",
One Step is Enough,drama,[],
One Way,action,"['freddy', 'petty', 'criminal', 'run', 'bag', 'full', 'cash', 'coke', 'hes', 'way', 'head', 'hurt', 'bad', 'bullet', 'guts', 'hes', 'running', 'time', 'fast']",
One Extraordinary Year,documentary,"['world', 'athletic', 'community', 'reeling', 'covid', 'pandemic', '20202021', 'brought', 'changes', 'restrictions', 'world', 'community', 'inspirational', 'compelling', 'uplifting', 'film', 'follows', 'lives', 'det']",
One Party Ultimate Nightclub,documentary,"['spectacle', 'eroticism', 'nightlife', 'attractive', 'means', 'making', 'living', 'many', 'young', 'chinese']",
One Woman's Journey: Antarctica,documentary,"['photographer', 'lois', 'brown', 'spent', 'month', 'russian', 'icebreaker', 'exploring', 'rarelytraveled', 'eastern', 'antarctic', 'voyage', 'tracing', 'route', 'taken', '100', 'years', 'famed', 'australian', 'polar']",
One Mind,documentary,"['one', 'mind', 'based', 'book', 'one', 'mind', 'individual', 'mind', 'part', 'greater', 'consciousness', 'matters', 'larry', 'dossey', 'md', 'imagine', 'united', 'consciousness', 'awareness']",
Islam Rising: A Call to One World Ummah (Domination),documentary,[],
Field in Focus: Tracking Elephants - Part One: Tracking Elephants,documentary,[],
One Tribe,documentary,"['america', 'stolen', 'land', 'built', 'people', 'stolen', 'land', 'cycle', 'broken', 'racism', 'continues', 'plague', 'world', 'murders', 'george', 'floyd', 'countless']",
Christmas Can Just Do One,comedy,[],
One Last Hit of Crack,documentary,[],
Kamen Rider Zero-One: Shooting Special,action,"['fuwa', 'yua', 'summarise', 'time', 'show', 'far']",
City Restart: Episode One,documentary,[],
One Night In Mexico,comedy,"['one', 'story', 'one', 'script', 'one', 'cast', 'one', 'location', 'two', 'languages', 'shot', 'film', 'twice', 'one', 'take', 'english', 'second', 'take', 'spanish', 'ended', 'unique', 'film', 'experience', 'pick']",
One Table,animation,[],
One Mother's Fire: The Gail Minger Story,documentary,"['mother', 'overcomes', 'tragic', 'death', 'son', 'campus', 'fire', 'fight', 'truth', 'justice']",
The One-night Wife,comedy,[],
One Last Frame,documentary,[],
One Week in April,documentary,"['average', 'america', 'toddler', 'shoots', 'someone', 'else', 'week', 'weeks', 'different', 'one', 'week', 'april', 'short', 'nonfiction', 'film', 'poetically', 'tells', 'story', 'four', 'american', 'toddlers', 'accidentally']",
The Rise: Rise of One Republic,documentary,"['documentary', 'thoroughly', 'examine', 'one', 'republic', 'reveal', 'secrets', 'longevity']",
One Nation Under God,documentary,"['story', 'michael', 'newdow', 'represented', 'us', 'supreme', 'court', 'arguing', 'words', 'god', 'removed', 'pledge', 'allegiance']",
One for the Road,documentary,"['moves', 'brazil', 'ny', 'filmmaker', 'looks', 'back', 'grandmas', 'migration', 'way', 'find', 'traces', 'identity']",
One Day in Chicago,documentary,[],
Player One,documentary,"['thoughts', 'opinions', 'video', 'gamer', 'filmmaker', 'tries', 'make', 'career', 'youtube']",
One Day Two Legends,documentary,[],
Lumber Baron Season One the Movie,comedy,"['feature', 'length', 'version', 'first', 'season', 'comedy', 'web', 'series', 'lumber', 'baron', 'jasper', 'county', 'web', 'series']",
One Direction: Life on Stage,documentary,"['documentary', 'film', 'goes', 'beyond', 'music', 'explores', 'challenges', 'triumphs', 'one', 'direction', 'depicting', 'life', 'stage']",
Vennela One and Half,comedy,"['kadar', 'kishore', 'sunil', 'madhu', 'forced', 'move', 'bangkok', 'six', 'months', 'run', 'krishna', 'krishna', 'chaitanya', 'yuvak', 'harish', 'sheer', 'madness', 'way']",
New Mommies Web Season One,comedy,"['new', 'mommies', 'explores', 'lives', 'freshly', 'cuckolded', 'odd', 'couple', 'begin', 'quest', 'find', 'new', 'mommies', 'beloved', 'pets']",
One Minute Of Resistance,documentary,"['one', 'minute', 'film', 'captures', 'faces', 'depth', 'one', 'largest', 'nationwide', 'protests', 'usa', 'ever', 'seen']",
Just One Thing,documentary,"['artist', 'jocelyn', 'meggait', 'describes', 'social', 'practice', 'art', 'project']",
A Thousand and One Night,documentary,[],
One Note at a Time,documentary,"['music', 'meets', 'autism']",
One Helluva Year,documentary,"['woman', 'enjoys', 'playing', 'piano', 'whole', 'life', 'suffers', 'stroke', 'aphasia', 'immobilizes', 'right', 'side', 'body', 'affects', 'communication', 'ability', 'determination']",
One Day Here,drama,"['unexpected', 'person', 'appears', 'lives', 'family', 'crisis', 'world', 'changes', 'keeps', 'falling', 'apart', 'saves']",
One Wisdom,documentary,"['confronted', 'pictures', 'nature', 'catastrophes', 'seeing', 'global', 'financial', 'system', 'collapsing', 'go', 'journey', 'europe', 'find', 'answers', 'burning', 'question', 'go']",
"The Wedding Gown Project, One Day, One Dream, One Dress",documentary,"['short', 'documentary', 'digs', 'meaning', 'wedding', 'gown', 'dress', 'worn', 'four', 'hours', 'one', 'special', 'day', 'kept', 'forever', '1840', 'queen', 'victoria', 'wore', 'white']",
"About Love, Hate and the Other One",animation,[],
One: A Story of Six,drama,"['troubled', 'college', 'student', 'stumbles', 'upon', 'fallen', 'dollar', 'bill', 'consequently', 'leads', 'way', 'intricate', 'story', 'devotion', 'injury', 'struggle', 'comes', 'living', 'one', 'elaborate', 'tale', 'six', 'individuals', 'dealing']",
More Than One Is Unhappy,documentary,[],
From Reverie: Episode One,documentary,"['reverie', 'film', 'series', 'director', 'mark', 'allard', 'focuses', 'modern', 'art', 'forms', 'episode', 'one', 'focuses', 'tattoo', 'art', 'modern', 'music', 'journeying', 'around', 'uk', 'film', 'centres']",
